"TXPID","ENTREZID","GENEBANKID","GENENAME","logFC","logCPM","F","PValue","FDR"
"RockDoveHPG_Transcript_58175",107055377,"XR_001470461.1","LOC107055377",107055377,-0.178663504292558,1.74221490309124,0.252612402074446,0.616895753959139,1
"RockDoveHPG_Transcript_51172",107054268,"XR_001468387.1","LOC107054268",107054268,0.257123322991376,0.172769963190045,0.252499138799706,0.616974573837723,1
"RockDoveHPG_Transcript_9584",100858527,"XM_004943233.2","AXDND1",100858527,0.419248589798012,4.44588944577537,0.252460559285013,0.617001426377078,1
"RockDoveHPG_Transcript_49274",776432,"XM_015300397.1","RDH16",776432,-0.26512996695775,1.26609736712781,0.252401836092561,0.617042304485308,1
"RockDoveHPG_Transcript_18520",395225,"XM_015295379.1","TOB1",395225,-0.0736517805439056,7.38644246057726,0.252328337716149,0.617093476235485,1
"RockDoveHPG_Transcript_21273",415782,"XM_015292461.1","KIAA0355",415782,0.0777970617106825,5.07447452635591,0.252288621871943,0.617121131477606,1
"RockDoveHPG_Transcript_11026",424455,"NM_001031272.1","annotated by transcript or proteomic data",424455,0.113357239388245,5.16105081616748,0.252169131752278,0.617204352235167,1
"RockDoveHPG_Transcript_10595",776273,"XM_015283219.1","LOC776273",776273,0.112686818826238,4.81927989426086,0.252082287700226,0.617264851658442,1
"RockDoveHPG_Transcript_21903",395346,"NM_204635.1","annotated by transcript or proteomic data",395346,-0.10344486097469,4.17502568843098,0.252079632557121,0.617266701555057,1
"RockDoveHPG_Transcript_18715",420994,"XM_419079.4","ERP44",420994,-0.0864167707745031,6.33486985283947,0.251994737603255,0.617325856182886,1
"RockDoveHPG_Transcript_13676",415910,"XM_015292799.1","TUSC2",415910,0.0947269131106491,5.35366512153677,0.251978552978056,0.617337135015186,1
"RockDoveHPG_Transcript_12628",422375,"XM_004940846.2","LONRF3",422375,0.0981866557770486,6.93225888613744,0.251940395970257,0.617363727883646,1
"RockDoveHPG_Transcript_49163",101752289,"XM_015293343.1","LOC101752289",101752289,0.171198977824023,1.5129189987641,0.251624485184287,0.617583993573078,1
"RockDoveHPG_Transcript_2157",374038,"NM_204208.1","annotated by transcript or proteomic data",374038,0.0897217031809298,5.88093392771717,0.251570044252116,0.61762196949696,1
"RockDoveHPG_Transcript_26891",395826,"NM_204978.2","annotated by transcript or proteomic data",395826,-0.34693939955883,1.57434722006443,0.251460234251007,0.617698584463832,1
"RockDoveHPG_Transcript_17380",416872,"NM_001006190.1","annotated by transcript or proteomic data",416872,0.0626230365038312,6.65689225868594,0.251315552313849,0.617799561789778,1
"RockDoveHPG_Transcript_3640",424451,"XM_015290307.1","FAM129A",424451,0.0957829765866736,4.04999455457022,0.251300942192081,0.617809760603927,1
"RockDoveHPG_Transcript_7832",428092,"NM_001031487.1","annotated by transcript or proteomic data",428092,0.13903121760895,3.71372729003016,0.251260975709163,0.617837661705249,1
"RockDoveHPG_Transcript_79240",107053895,"XM_015290169.1","RPRM",107053895,-0.36250027067704,0.348984498865725,0.251231695030224,0.617858104679509,1
"RockDoveHPG_Transcript_17576",417752,"XM_004937524.2","ASB15",417752,-0.363440641773807,0.938342371728149,0.25106534352247,0.617974275143096,1
"RockDoveHPG_Transcript_3233",421409,"XM_015283823.1","PRKCE",421409,0.0797966770366682,6.01101053122544,0.250820841037402,0.618145109438812,1
"RockDoveHPG_Transcript_26083",101747481,"XR_001466187.1","LOC101747481",101747481,-0.175084401482021,2.13109225674633,0.250750221422491,0.618194470910074,1
"RockDoveHPG_Transcript_11113",429022,"XM_004942736.2","RAPGEF4",429022,0.0704656048951841,5.7560356720878,0.250681039538236,0.618242835890776,1
"RockDoveHPG_Transcript_1415",395630,"NM_204828.1","annotated by transcript or proteomic data",395630,-0.0589545302689751,6.89731748638044,0.250636011267103,0.618274319601109,1
"RockDoveHPG_Transcript_22069",422797,"XM_015285689.1","unclassified transcription discrepancy",422797,-0.146527134321277,4.76160558463772,0.250530006855592,0.618348451749944,1
"RockDoveHPG_Transcript_43204",420595,"NM_001199612.1","TSPAN13",420595,0.10778072672659,7.22514443141248,0.250519198393461,0.618356011544543,1
"RockDoveHPG_Transcript_11701",395178,"XM_015292889.1","UBA7",395178,0.11085038740545,6.28876634229203,0.250236877488504,0.618553548522632,1
"RockDoveHPG_Transcript_15300",415693,"XM_015279140.1","NUP93",415693,0.0758917286679291,5.29158193433996,0.25007393802739,0.618667619111283,1
"RockDoveHPG_Transcript_44213",107051752,"XR_001463611.1","LOC107051752",107051752,0.39269075709481,-0.787868105946239,0.249961289280529,0.618746509422599,1
"RockDoveHPG_Transcript_15337",416861,"XM_415153.4","RP11-512M8.5",416861,0.0735836010474224,5.81052408740377,0.24993849648251,0.618762474412169,1
"RockDoveHPG_Transcript_13861",395503,"XM_015282770.1","RUNX1T1",395503,-0.103905471996762,6.12050258475328,0.249879847024894,0.618803559036428,1
"RockDoveHPG_Transcript_2001",425441,"XM_015300383.1","LOC425441",425441,-0.114603294131998,4.71440212017553,0.249687106836442,0.618938618323055,1
"RockDoveHPG_Transcript_26743",101749776,"XM_015295370.1","FAM195B",101749776,0.143864536812275,5.49605722757431,0.249607722301214,0.618994456668774,1
"RockDoveHPG_Transcript_12279",426850,"XM_424458.5","SEC11C",426850,-0.14295248944869,7.13509622222344,0.249608789059463,0.618996223484038,1
"RockDoveHPG_Transcript_20529",420408,"XM_418515.5","TBRG4",420408,0.124104376728301,4.48206899706636,0.24952896470249,0.61904948240347,1
"RockDoveHPG_Transcript_14522",395180,"XM_015288350.1","CXCL12",395180,-0.170937475052214,5.88379742445015,0.249539471649768,0.619056507687605,1
"RockDoveHPG_Transcript_13189",101748951,"XM_015299411.1","LOC101748951",101748951,-0.177621019075017,5.06122281496575,0.249520469837175,0.619058145050806,1
"RockDoveHPG_Transcript_15423",423809,"NM_001031230.1","annotated by transcript or proteomic data",423809,-0.0945426414055974,5.63256794134005,0.249478327392813,0.61908499052006,1
"RockDoveHPG_Transcript_12949",415942,"NM_001006135.1","annotated by transcript or proteomic data",415942,0.0617263283915441,7.20855067722056,0.249398603459949,0.619140904032691,1
"RockDoveHPG_Transcript_22480",423037,"XM_015286455.1","MRVI1",423037,-0.112442624261259,5.07126994348387,0.24922296473918,0.619264125833243,1
"RockDoveHPG_Transcript_38150",374066,"NM_204225.1","annotated by transcript or proteomic data",374066,0.119402021579875,5.00303009388777,0.249185907168713,0.619290131034583,1
"RockDoveHPG_Transcript_34372",419715,"NM_001024829.1","annotated by transcript or proteomic data",419715,-0.133674418421515,2.6267502040615,0.249120443779208,0.619336075975048,1
"RockDoveHPG_Transcript_18213",395895,"XM_015292987.1","CACNA1D",395895,0.0990712641081975,5.53198006088836,0.249117507627792,0.619338136865799,1
"RockDoveHPG_Transcript_18606",421752,"XR_001466057.1","TRAF3IP2",421752,-0.0871303214495483,4.8983544485721,0.249060937478053,0.619377846539703,1
"RockDoveHPG_Transcript_11703",428587,"XM_015284401.1","PCNXL2",428587,-0.112699185224282,4.43286803544932,0.249060445877412,0.619378191645751,1
"RockDoveHPG_Transcript_8286",424744,"XM_015276862.1","NGEF",424744,0.138049701182347,5.62083258335791,0.248985770770193,0.619430618887417,1
"RockDoveHPG_Transcript_26",424231,"XM_015289820.1","CNTNAP5",424231,-0.118793220923695,6.15220697841769,0.248960572021406,0.61944831242383,1
"RockDoveHPG_Transcript_17023",771369,"XM_001234652.4","FAM8A1",771369,0.070765399506899,5.65070315624925,0.248945692348469,0.619458760851268,1
"RockDoveHPG_Transcript_57583",424349,"XM_422192.3","ATP6V1G3",424349,-0.197444969458382,3.14934779501581,0.248911931607076,0.619482468914428,1
"RockDoveHPG_Transcript_30926",107049452,"XM_015273033.1","STX5",107049452,0.154809426595915,3.53667895284575,0.248904740497604,0.619487519042113,1
"RockDoveHPG_Transcript_16882",420231,"NM_001030945.1","annotated by transcript or proteomic data",420231,-0.202325163621872,3.16441676824356,0.24882058951616,0.619546622858069,1
"RockDoveHPG_Transcript_84046",419192,"XM_004947031.2","WISP2",419192,-0.245213316892734,0.513605715956695,0.248730391794434,0.619609987520296,1
"RockDoveHPG_Transcript_35534",425032,"XM_015291824.1","DHX36",425032,0.0540576807389707,6.87315213833733,0.248556276653522,0.619732345558462,1
"RockDoveHPG_Transcript_55500",423444,"XM_003641410.3","BCL11B",423444,0.205111654041524,1.75335085705715,0.248410620437442,0.619834745515218,1
"RockDoveHPG_Transcript_12401",428048,"XM_425611.5","FBXL3",428048,-0.0879704816941662,5.72602484339287,0.248343740843726,0.619881776123141,1
"RockDoveHPG_Transcript_33844",771952,"XR_213220.2","P2RX7",771952,-0.242497871228282,0.763121150829368,0.248243170959372,0.619952513102915,1
"RockDoveHPG_Transcript_39199",107055138,"XM_015298604.1","HAX1",107055138,0.174497931159593,4.34140096298114,0.248201106177456,0.619982296593499,1
"RockDoveHPG_Transcript_17913",107055188,"XR_001470207.1","LOC107055188",107055188,-0.17512826383719,2.0180087794802,0.248136429762752,0.620027610357899,1
"RockDoveHPG_Transcript_49785",107052649,"XR_001465265.1","LOC107052649",107052649,-0.116812970880076,3.19377684342964,0.248126324832925,0.620034720679509,1
"RockDoveHPG_Transcript_31613",107049183,"XM_015302387.1","LOC107049183",107049183,-0.297405727808733,3.57669467742666,0.248086211368937,0.62006294825639,1
"RockDoveHPG_Transcript_19866",415780,"XM_414141.5","LOC415780",415780,0.100574430944332,3.29509491974166,0.247934517417975,0.620169720092801,1
"RockDoveHPG_Transcript_14090",419117,"XM_015296226.1","EPB41L1",419117,0.107374942314757,6.94919284406341,0.247886626244652,0.620203437426633,1
"RockDoveHPG_Transcript_50348",768489,"XM_015297201.1","LOC768489",768489,0.208835140034829,1.18383844274745,0.247816640741643,0.620252717393867,1
"RockDoveHPG_Transcript_29474",396251,"XM_015299560.1","THRA",396251,-0.10293612136502,4.4192768091373,0.247801593864725,0.620263313719051,1
"RockDoveHPG_Transcript_19345",395154,"NM_204493.1","annotated by transcript or proteomic data",395154,-0.0885443501858022,7.99979241313006,0.247724931251713,0.620317307380898,1
"RockDoveHPG_Transcript_24385",107052857,"XR_001465626.1","LOC107052857",107052857,-0.351393801826517,1.68849981031603,0.247331932580411,0.620594261456988,1
"RockDoveHPG_Transcript_6937",429097,"XM_426653.5","POMGNT1",429097,0.115150633603183,5.22272254549912,0.247244162036515,0.620656152699006,1
"RockDoveHPG_Transcript_21123",420215,"NM_001030943.1","annotated by transcript or proteomic data",420215,0.0910159433388001,4.52995140175063,0.24722852472249,0.620667180764189,1
"RockDoveHPG_Transcript_9197",107050848,"XM_015274551.1","mRNA",107050848,0.099448626740714,5.1863351693924,0.247141365714488,0.620728656803744,1
"RockDoveHPG_Transcript_18492",422613,"XM_015276469.1","WDFY3",422613,0.0621692643697416,7.73830692360116,0.247130781503347,0.620736123109383,1
"RockDoveHPG_Transcript_34559",420011,"XM_418132.5","IFI35",420011,0.103708306413668,4.54430102857525,0.247082524823516,0.620770166830201,1
"RockDoveHPG_Transcript_11725",101748818,"XR_001467777.1","LOC101748818",101748818,-0.116157999395932,4.25395221661024,0.246984138252832,0.620839588642901,1
"RockDoveHPG_Transcript_13792",416132,"NM_001006144.1","annotated by transcript or proteomic data",416132,-0.216601413431701,3.90173734093549,0.24698285016508,0.620843187966955,1
"RockDoveHPG_Transcript_15353",395449,"XM_015282912.1","RAD54B",395449,0.125947981442651,4.63059424993587,0.246945184260887,0.62086707945341,1
"RockDoveHPG_Transcript_18444",415544,"NM_001005827.1","annotated by transcript or proteomic data",415544,0.0523935715368552,7.22839177540227,0.246761204306657,0.620996955361485,1
"RockDoveHPG_Transcript_45639",100857953,"XM_003641034.3","FAM162B",100857953,-0.34075141490997,3.93748236562006,0.246579958349291,0.621157812376165,1
"RockDoveHPG_Transcript_41093",387330,"XM_015280784.1","PAX5",387330,0.481120791854833,1.58136198317419,0.437307614442562,0.621162440356334,1
"RockDoveHPG_Transcript_11502",419609,"XM_417756.5","INPP5B",419609,-0.0754951860460642,4.73142353974072,0.246278060550926,0.621338306519824,1
"RockDoveHPG_Transcript_4241",420487,"XM_418589.5","MASTL",420487,0.136444571433565,5.29220003336423,0.246111456098548,0.621456113019583,1
"RockDoveHPG_Transcript_11700",424519,"XM_015290644.1","PKN2",424519,-0.0549380887212015,6.0644732257288,0.245926977880623,0.621586616224667,1
"RockDoveHPG_Transcript_1660",423175,"NM_001199643.2","annotated by transcript or proteomic data",423175,0.131229590732769,6.46145046148942,0.245916708978484,0.621594072841247,1
"RockDoveHPG_Transcript_2920",415611,"XM_003643046.3","MAN2A1",415611,-0.087820754242676,4.94911366043584,0.245911904000295,0.621597282459269,1
"RockDoveHPG_Transcript_15223",422846,"XM_004936167.2","LYAR",422846,-0.105489858028299,8.00249814085096,0.245741375952241,0.621717976057322,1
"RockDoveHPG_Transcript_26411",107052581,"XR_001465167.1","LOC107052581",107052581,0.16407717720009,2.14064308928357,0.245682952173384,0.621759338324205,1
"RockDoveHPG_Transcript_19600",428675,"XM_015295556.1","HGS",428675,-0.102596332034113,5.35061074628959,0.24563346340557,0.621794379677198,1
"RockDoveHPG_Transcript_25565",425637,"XM_015292679.1","mRNA",425637,0.111448265294468,5.63004940344439,0.245496210399629,0.621891587037133,1
"RockDoveHPG_Transcript_23879",107051951,"XR_001463955.1","LOC107051951",107051951,-0.135668408244291,3.74966432842826,0.245462938929088,0.621915156159257,1
"RockDoveHPG_Transcript_14651",422428,"XM_015285388.1","PALLD",422428,0.114959432676459,5.58914440072702,0.245450711136511,0.621923818686107,1
"RockDoveHPG_Transcript_16027",425134,"XM_015274888.1","FAM178B",425134,0.396177127709699,6.22818499061518,0.245364827461662,0.621987349000971,1
"RockDoveHPG_Transcript_72386",428903,"XR_001466861.1","EFCAB11",428903,0.3625186679942,0.0106146802133601,0.245319829214887,0.622016556151543,1
"RockDoveHPG_Transcript_14467",416586,"NM_001030640.1","annotated by transcript or proteomic data",416586,0.152165259412923,3.65193600106198,0.245211471003109,0.622093357622063,1
"RockDoveHPG_Transcript_4127",422235,"XM_004940663.2","PHF6",422235,-0.0574239148618201,6.24889436084938,0.244711013398931,0.622448343916203,1
"RockDoveHPG_Transcript_38209",101747285,"XR_001466424.1","LOC101747285",101747285,-0.224661456333713,1.57677491395164,0.24439352306846,0.622673782062471,1
"RockDoveHPG_Transcript_11948",395572,"NM_001271941.1","annotated by transcript or proteomic data",395572,-0.119522132937461,4.97923405875837,0.244264391788143,0.622765525656832,1
"RockDoveHPG_Transcript_1491",396342,"NM_205382.1","annotated by transcript or proteomic data",396342,0.0923057758922515,6.34866664821013,0.244184608129871,0.622822224478328,1
"RockDoveHPG_Transcript_23548",422954,"XM_420891.5","SFXN5",422954,-0.103082513066564,5.20685683396935,0.243961941699211,0.622980525075855,1
"RockDoveHPG_Transcript_25199",416456,"NM_001277532.2","GPR146",416456,0.126017466551815,3.0980439482254,0.243795356558912,0.623099014618453,1
"RockDoveHPG_Transcript_11039",101748809,"XR_001464777.1","LOC101748809",101748809,-0.0742032410345417,6.98604404057784,0.243794451360232,0.623099658610698,1
"RockDoveHPG_Transcript_8359",429016,"NM_001282395.1","TTC30A",429016,-0.0852513517783409,6.17079992669349,0.243767384943179,0.623118915362099,1
"RockDoveHPG_Transcript_21883",101749600,"XM_015289689.1","LOC101749600",101749600,0.120682204186643,5.95173782037018,0.243582806376399,0.623250271706285,1
"RockDoveHPG_Transcript_47454",100857564,"NM_001256963.1","TMEM208",100857564,0.130410754813598,4.08951970120714,0.243560880059592,0.623265879810805,1
"RockDoveHPG_Transcript_39484",426888,"XM_015300251.1","RAPGEF3",426888,0.143214876834903,4.18182720334364,0.243482468966194,0.62332170339778,1
"RockDoveHPG_Transcript_1904",428858,"XM_015286883.1","SHANK2",428858,-0.127366751831988,5.35962454585005,0.2434531415036,0.623342585517778,1
"RockDoveHPG_Transcript_82628",101748356,"XR_001462674.1","LOC101748356",101748356,-0.427203019360523,-0.504281743169848,0.243395049394144,0.623385181481158,1
"RockDoveHPG_Transcript_22784",415802,"XM_015292510.1","DYNLRB2",415802,-0.127721579641177,5.77237165872562,0.24337486297872,0.623398330083813,1
"RockDoveHPG_Transcript_46376",771295,"XM_015297493.1","SNRNP27",771295,0.111150617433371,4.81757423057233,0.243033565667251,0.62364150910323,1
"RockDoveHPG_Transcript_17761",424274,"NM_001277872.1","annotated by transcript or proteomic data",424274,0.0874226147144494,5.17434050577413,0.243016334811937,0.62365379196383,1
"RockDoveHPG_Transcript_22437",420998,"XM_003640790.3","ALG2",420998,-0.0797972774240347,4.06772963919601,0.24296333032388,0.623691579138805,1
"RockDoveHPG_Transcript_21725",100857401,"XM_015293466.1","LOC100857401",100857401,-0.129355194593604,4.5104521580824,0.242943165461482,0.623705956122257,1
"RockDoveHPG_Transcript_14533",395214,"NM_204537.1","annotated by transcript or proteomic data",395214,0.0999149858542846,5.29854145671028,0.242880604729303,0.623750564906744,1
"RockDoveHPG_Transcript_10119",415729,"XM_414094.5","NKD1",415729,-0.0912743692688414,4.82061220384203,0.242787284042773,0.623817120306162,1
"RockDoveHPG_Transcript_23144",771494,"XM_001234771.4","LOC771494",771494,0.139527822506254,3.58373142650584,0.24265033621514,0.623914819005696,1
"RockDoveHPG_Transcript_1814",421499,"XM_015283978.1","CEP170",421499,-0.11402106933855,7.58632147255391,0.24256300651668,0.623977138018687,1
"RockDoveHPG_Transcript_21095",395370,"XM_015300286.1","U2AF1",395370,-0.0478244085260902,7.11785514182217,0.24252748586451,0.624002489772581,1
"RockDoveHPG_Transcript_16804",418026,"NM_001012996.1","annotated by transcript or proteomic data",418026,0.108663354423387,4.4252643772536,0.242452517214582,0.624056003890046,1
"RockDoveHPG_Transcript_36310",424172,"NM_001277857.1","annotated by transcript or proteomic data",424172,-0.160026297401596,5.48814081094359,0.242357738889282,0.624123862126803,1
"RockDoveHPG_Transcript_22883",107052835,"XR_001465574.1","LOC107052835",107052835,0.170396621683877,2.50599813529964,0.241974092519042,0.624397755848341,1
"RockDoveHPG_Transcript_15420",418468,"XM_416677.5","ABCC13",418468,-0.155108294350814,5.58950823311543,0.241945939914071,0.624420537872589,1
"RockDoveHPG_Transcript_45336",770750,"XM_015279531.1","PHPT1",770750,-0.131783850462247,3.65185577961982,0.241830581917854,0.624500351417379,1
"RockDoveHPG_Transcript_83619",420030,"XM_004948610.2","LOC420030",420030,0.184149986363026,0.95448229000486,0.241734092654697,0.624569352786273,1
"RockDoveHPG_Transcript_24378",426452,"XM_015298676.1","CFAP45",426452,0.128115675099027,5.64239706242256,0.241638052624216,0.624638049920379,1
"RockDoveHPG_Transcript_6578",422528,"XM_420491.5","LOC422528",422528,-0.0815770057045566,4.93618617444099,0.241554179436317,0.6246980580476,1
"RockDoveHPG_Transcript_43191",101750559,"XM_004938949.2","DLEU7",101750559,0.457527569828619,1.88650537297041,0.279849329060312,0.624715660830765,1
"RockDoveHPG_Transcript_62962",107055004,"XR_001469895.1","LOC107055004",107055004,0.294701639971355,-0.676866578073752,0.241470823770879,0.624757708751638,1
"RockDoveHPG_Transcript_15735",426008,"NM_001039602.2","annotated by transcript or proteomic data",426008,-0.133983189933629,5.68837732761286,0.241262434705929,0.624906891504518,1
"RockDoveHPG_Transcript_44218",107054675,"XR_001469184.1","LOC107054675",107054675,-0.205290053953983,0.786304696882542,0.241232790384485,0.624928119961623,1
"RockDoveHPG_Transcript_72321",107052073,"XR_001464206.1","LOC107052073",107052073,-0.192804203130836,2.01774743318766,0.241209245303533,0.624944981876176,1
"RockDoveHPG_Transcript_51227",428975,"XR_001467194.1","CNNM2",428975,-0.101649278069756,5.19057472389787,0.241180488683306,0.624965577446534,1
"RockDoveHPG_Transcript_49118",101748797,"XM_004950975.2","LOC101748797",101748797,-0.358459133497267,5.34893741624543,0.241272383332227,0.624976945353386,1
"RockDoveHPG_Transcript_14399",423914,"XM_015288931.1","TRUB1",423914,0.0948331577113881,4.92278449900353,0.241058135828007,0.625053223974972,1
"RockDoveHPG_Transcript_44128",107052272,"XR_001464667.1","LOC107052272",107052272,0.583899758733004,0.0167878898409166,0.345750739065191,0.625175996345562,1
"RockDoveHPG_Transcript_77098",100857467,"XM_003642152.3","LOC100857467",100857467,0.272885202001632,1.37818597674389,0.240417546557702,0.625512557316931,1
"RockDoveHPG_Transcript_14050",421406,"NM_001277589.1","CAMKMT",421406,0.124854087110012,4.221717339762,0.240400974540055,0.625524450341832,1
"RockDoveHPG_Transcript_20410",395127,"NM_001005791.1","annotated by transcript or proteomic data",395127,-0.105678978584947,4.59566260920089,0.24038012933943,0.625539410770167,1
"RockDoveHPG_Transcript_13251",416283,"XM_414603.5","C13H5ORF45",416283,-0.103723254171678,5.06390559485369,0.240268453242993,0.625619573517112,1
"RockDoveHPG_Transcript_10394",100859648,"XR_001466722.1","LOC100859648",100859648,-0.102363950044189,3.40862121440153,0.24021565204599,0.625657483056857,1
"RockDoveHPG_Transcript_15386",396061,"NM_205155.2","FASN",396061,-0.0840046598360029,8.19326338546256,0.240151426583191,0.625703601828483,1
"RockDoveHPG_Transcript_12830",417623,"XM_415867.5","FAM101B",417623,0.112260805205215,5.26953408135941,0.23999531358265,0.625815734814066,1
"RockDoveHPG_Transcript_38991",421381,"XM_015283863.1","KCNH1",421381,-0.228448423053676,1.73308953267094,0.239856349662371,0.625915588077134,1
"RockDoveHPG_Transcript_12112",422083,"XM_015295602.1","CCDC40",422083,-0.0924657594141801,7.00782838071644,0.239802760434455,0.625954104504476,1
"RockDoveHPG_Transcript_41861",419593,"NM_001257294.1","annotated by transcript or proteomic data",419593,-0.073806062093244,5.84794529345359,0.239744681016982,0.625995854224742,1
"RockDoveHPG_Transcript_2101",420842,"NM_001030998.1","annotated by transcript or proteomic data",420842,-0.0787139568283218,6.19796421132427,0.239739009943627,0.625999931147201,1
"RockDoveHPG_Transcript_32521",422675,"NM_001277749.1","annotated by transcript or proteomic data",422675,0.165674372591387,4.67400140352723,0.239733576645093,0.626003837190049,1
"RockDoveHPG_Transcript_10938",101750781,"XM_015275531.1","SSH1",101750781,0.0864371952142373,5.24808453243105,0.23966041743476,0.626056437302417,1
"RockDoveHPG_Transcript_43550",101750283,"XR_001469961.1","LOC101750283",101750283,-0.237948152377701,1.95877594581419,0.239656048109193,0.626059579081911,1
"RockDoveHPG_Transcript_11796",422590,"XM_004941098.2","AFF1",422590,-0.11983893107144,6.436665825275,0.239584719337038,0.626110873328235,1
"RockDoveHPG_Transcript_12105",426852,"XM_003642904.3","PCASP1",426852,0.0974234649575192,5.03082735691176,0.239408459677444,0.626237666608862,1
"RockDoveHPG_Transcript_57330",419549,"NM_001006307.1","annotated by transcript or proteomic data",419549,0.120242222611375,3.21270768034484,0.239390890605325,0.626250308187212,1
"RockDoveHPG_Transcript_71049",107057433,"XM_015302506.1","LOC107057433",107057433,-0.290632896354023,-0.320263984010438,0.239330066594652,0.626294077698137,1
"RockDoveHPG_Transcript_11957",416302,"XM_414620.4","HNRNPA0",416302,0.121096619654592,4.84224016691052,0.239274044653919,0.626334397707833,1
"RockDoveHPG_Transcript_17241",395693,"NM_204880.2","annotated by transcript or proteomic data",395693,-0.063899527256734,7.77843841266536,0.238930672496195,0.626581657060866,1
"RockDoveHPG_Transcript_28152",418286,"XM_015293826.1","PTMS",418286,-0.136444244475649,7.90985963781556,0.238929756037676,0.626583532176761,1
"RockDoveHPG_Transcript_10466",424201,"XM_015290088.1","LOC424201",424201,0.132096305094147,6.24038461715645,0.238676970008824,0.626765701952375,1
"RockDoveHPG_Transcript_33684",423822,"XM_421692.5","LOC423822",423822,-0.148204279794358,2.72042977071365,0.238597473393303,0.626821801871156,1
"RockDoveHPG_Transcript_46836",416928,"XM_015275316.1","IGLL1",416928,-0.448255559492227,6.81411288760803,0.238602508553432,0.626894858990795,1
"RockDoveHPG_Transcript_17271",374076,"XM_015292412.1","SIAH1",374076,-0.0994883179407284,4.92036003399002,0.238484152537088,0.626903522438855,1
"RockDoveHPG_Transcript_16041",420459,"XM_418561.5","IDI1",420459,0.0756517428004588,5.28559758327489,0.238367039158617,0.62698800328407,1
"RockDoveHPG_Transcript_11682",423329,"XM_421246.5","MBIP",423329,-0.091677964952783,5.63106753871545,0.238345960732131,0.627003211141674,1
"RockDoveHPG_Transcript_21483",416738,"XR_001465624.1","SLX4IP",416738,0.112569095475819,4.59962018800723,0.238344571526832,0.627004213467643,1
"RockDoveHPG_Transcript_4810",415762,"XM_015292483.1","TSHZ3",415762,-0.0742992347594802,4.67914002553549,0.23830119195736,0.627035514099163,1
"RockDoveHPG_Transcript_10485",374049,"XM_015284431.1","TPD52L1",374049,0.120192126358789,6.0910366349978,0.238158936732112,0.627138183509158,1
"RockDoveHPG_Transcript_12727",101751124,"XM_015289692.1","STK39",101751124,0.0842663235762509,6.3121492383483,0.238082467335391,0.627193389247572,1
"RockDoveHPG_Transcript_34310",107051447,"XM_015275053.1","LOC107051447",107051447,0.193488429528145,5.13196579260464,0.238076942767568,0.627218131393406,1
"RockDoveHPG_Transcript_55109",100857251,"XM_015298351.1","LOC100857251",100857251,0.248732518776712,1.28789392099397,0.237973453068591,0.627272109206081,1
"RockDoveHPG_Transcript_11994",426504,"NM_001006568.1","annotated by transcript or proteomic data",426504,-0.0769376243810102,6.29236300263822,0.237949358728791,0.627289510914479,1
"RockDoveHPG_Transcript_27629",423459,"NM_001142254.1","DLK1",423459,-0.191508343146118,3.38397956180549,0.2378483934528,0.627362443178593,1
"RockDoveHPG_Transcript_39650",419920,"NM_001037832.1","TREM2",419920,0.219390223693808,3.04428195262944,0.23767984092509,0.627484239891795,1
"RockDoveHPG_Transcript_14587",423446,"XM_015287468.1","CCNK",423446,-0.155546454171227,6.13629002438887,0.237599433490765,0.627549995694233,1
"RockDoveHPG_Transcript_12711",423385,"NM_001271925.1","annotated by transcript or proteomic data",423385,-0.129978044490945,5.40276883217443,0.237504705382739,0.627610850277277,1
"RockDoveHPG_Transcript_58828",107053458,"XR_001466708.1","LOC107053458",107053458,0.35025457561578,-0.175590085800499,0.237194059403202,0.627835567439659,1
"RockDoveHPG_Transcript_15489",418559,"NM_001037829.2","EFHC2",418559,-0.105403746131788,6.32662129367206,0.237098928080039,0.627904420662738,1
"RockDoveHPG_Transcript_1715",428066,"XM_425624.5","VWA8",428066,0.0875021971533559,5.81184035062329,0.23701308184293,0.627966568317869,1
"RockDoveHPG_Transcript_11808",417015,"XM_015294843.1","MTMR3",417015,0.0826913070183679,6.1308671555302,0.236913021338221,0.62803902388355,1
"RockDoveHPG_Transcript_85683",107052125,"XM_015278730.1","SPRN",107052125,0.499029379856737,-0.0453788072609317,0.236856860572625,0.628079699189207,1
"RockDoveHPG_Transcript_16283",420499,"XM_015281377.1","PRTFDC1",420499,0.0903155273056131,5.00635562523552,0.236855883543162,0.628080406870848,1
"RockDoveHPG_Transcript_10164",423250,"XM_015287085.1","RBM25",423250,-0.142460876527369,6.24265957865645,0.236723578058673,0.628178880787771,1
"RockDoveHPG_Transcript_30000",772374,"XM_001235520.4","AGMO",772374,0.163007591895304,3.99104281906502,0.236719507055355,0.628179204797352,1
"RockDoveHPG_Transcript_19451",100859261,"XR_001468619.1","SUMF1",100859261,0.0815853542713881,5.19892920045846,0.236699349163923,0.628193811170838,1
"RockDoveHPG_Transcript_31551",420200,"XM_418311.5","ZFAND1",420200,-0.127401410120101,4.26777012530889,0.236529944890349,0.628316591686013,1
"RockDoveHPG_Transcript_19115",428658,"XR_210543.2","TMEM214",428658,0.18094501551125,4.39127378333842,0.236347540589804,0.628450393699698,1
"RockDoveHPG_Transcript_11519",416790,"XM_004945490.2","ANKLE2",416790,-0.0946100651127938,5.9239122774666,0.23625189909966,0.628518231356039,1
