 Name	ovary	testes	pituitary	hypothalamus
 RockDoveHPG_Transcript_24470 	1	1	1	1
 RockDoveHPG_Transcript_24472 	1	1	1	1
 RockDoveHPG_Transcript_24474 	0	0	0	1
 RockDoveHPG_Transcript_24477 	1	1	0	0
 RockDoveHPG_Transcript_24481 	1	1	1	1
 RockDoveHPG_Transcript_24487 	1	1	1	1
 RockDoveHPG_Transcript_24490 	1	1	0	0
 RockDoveHPG_Transcript_24494 	1	0	1	1
 RockDoveHPG_Transcript_24499 	1	1	1	1
 RockDoveHPG_Transcript_2450 	1	1	1	1
 RockDoveHPG_Transcript_24500 	1	1	1	1
 RockDoveHPG_Transcript_24501 	1	0	1	1
 RockDoveHPG_Transcript_24505 	1	1	1	1
 RockDoveHPG_Transcript_24509 	0	0	0	0
 RockDoveHPG_Transcript_2451 	1	1	1	1
 RockDoveHPG_Transcript_24511 	1	1	1	1
 RockDoveHPG_Transcript_24513 	1	1	1	1
 RockDoveHPG_Transcript_24515 	1	1	1	1
 RockDoveHPG_Transcript_24516 	1	0	1	0
 RockDoveHPG_Transcript_24517 	0	0	0	0
 RockDoveHPG_Transcript_24518 	0	1	0	0
 RockDoveHPG_Transcript_24519 	1	1	1	1
 RockDoveHPG_Transcript_24521 	0	0	1	0
 RockDoveHPG_Transcript_24522 	1	1	0	1
 RockDoveHPG_Transcript_24526 	0	0	0	1
 RockDoveHPG_Transcript_24528 	1	1	1	1
 RockDoveHPG_Transcript_24537 	1	1	1	1
 RockDoveHPG_Transcript_24539 	1	1	1	1
 RockDoveHPG_Transcript_24544 	1	1	1	1
 RockDoveHPG_Transcript_24547 	1	0	0	0
 RockDoveHPG_Transcript_24549 	1	0	1	1
 RockDoveHPG_Transcript_2455 	1	1	1	1
 RockDoveHPG_Transcript_24552 	1	1	1	1
 RockDoveHPG_Transcript_24560 	1	1	1	1
 RockDoveHPG_Transcript_24561 	1	1	0	0
 RockDoveHPG_Transcript_24563 	1	1	1	1
 RockDoveHPG_Transcript_24590 	0	0	1	1
 RockDoveHPG_Transcript_24593 	0	0	0	0
 RockDoveHPG_Transcript_24600 	1	1	1	1
 RockDoveHPG_Transcript_24606 	1	1	1	1
 RockDoveHPG_Transcript_24607 	0	1	0	0
 RockDoveHPG_Transcript_24609 	1	1	1	1
 RockDoveHPG_Transcript_24613 	1	1	1	1
 RockDoveHPG_Transcript_24614 	1	1	0	1
 RockDoveHPG_Transcript_24622 	1	1	1	1
 RockDoveHPG_Transcript_24628 	0	0	0	1
 RockDoveHPG_Transcript_2463 	1	1	1	1
 RockDoveHPG_Transcript_24630 	1	1	1	1
 RockDoveHPG_Transcript_24632 	0	1	0	0
 RockDoveHPG_Transcript_24636 	1	0	1	1
 RockDoveHPG_Transcript_24639 	0	1	1	1
 RockDoveHPG_Transcript_24641 	1	0	0	1
 RockDoveHPG_Transcript_24642 	1	1	0	1
 RockDoveHPG_Transcript_24645 	1	1	1	1
 RockDoveHPG_Transcript_24646 	0	0	1	1
 RockDoveHPG_Transcript_24648 	0	0	1	1
 RockDoveHPG_Transcript_24650 	0	1	1	1
 RockDoveHPG_Transcript_24652 	0	1	1	1
 RockDoveHPG_Transcript_24653 	1	1	0	1
 RockDoveHPG_Transcript_24655 	1	1	1	1
 RockDoveHPG_Transcript_24658 	1	1	1	1
 RockDoveHPG_Transcript_24660 	1	1	1	1
 RockDoveHPG_Transcript_24661 	1	1	1	1
 RockDoveHPG_Transcript_24662 	0	1	0	0
 RockDoveHPG_Transcript_24663 	1	0	1	0
 RockDoveHPG_Transcript_24666 	1	1	0	0
 RockDoveHPG_Transcript_24667 	0	0	0	0
 RockDoveHPG_Transcript_24668 	0	0	0	0
 RockDoveHPG_Transcript_2467 	1	1	1	1
 RockDoveHPG_Transcript_24670 	1	1	1	1
 RockDoveHPG_Transcript_24674 	1	1	1	1
 RockDoveHPG_Transcript_24675 	0	0	0	0
 RockDoveHPG_Transcript_24676 	1	0	1	1
 RockDoveHPG_Transcript_24680 	1	1	1	1
 RockDoveHPG_Transcript_24686 	1	1	0	0
 RockDoveHPG_Transcript_24687 	1	1	1	1
 RockDoveHPG_Transcript_24695 	0	0	1	0
 RockDoveHPG_Transcript_24704 	1	1	1	1
 RockDoveHPG_Transcript_24705 	1	0	1	1
 RockDoveHPG_Transcript_24706 	1	1	1	1
 RockDoveHPG_Transcript_24708 	1	1	1	1
 RockDoveHPG_Transcript_24709 	1	1	1	1
 RockDoveHPG_Transcript_24714 	1	0	1	1
 RockDoveHPG_Transcript_24716 	1	1	1	1
 RockDoveHPG_Transcript_24718 	1	1	1	1
 RockDoveHPG_Transcript_2472 	1	1	1	1
 RockDoveHPG_Transcript_24722 	0	0	0	0
 RockDoveHPG_Transcript_24726 	1	1	0	0
 RockDoveHPG_Transcript_24731 	1	1	1	1
 RockDoveHPG_Transcript_24738 	1	1	1	1
 RockDoveHPG_Transcript_24739 	1	1	0	0
 RockDoveHPG_Transcript_24740 	1	0	1	0
 RockDoveHPG_Transcript_24741 	0	0	0	1
 RockDoveHPG_Transcript_24743 	1	1	1	1
 RockDoveHPG_Transcript_24745 	1	0	0	1
 RockDoveHPG_Transcript_24746 	1	1	1	1
 RockDoveHPG_Transcript_24747 	1	1	1	1
 RockDoveHPG_Transcript_24749 	1	0	0	0
 RockDoveHPG_Transcript_24750 	1	0	1	1
 RockDoveHPG_Transcript_2476 	1	0	1	1
 RockDoveHPG_Transcript_24760 	0	0	1	0
 RockDoveHPG_Transcript_24762 	1	1	0	0
 RockDoveHPG_Transcript_24763 	1	1	1	1
 RockDoveHPG_Transcript_24767 	1	1	1	1
 RockDoveHPG_Transcript_24771 	1	0	0	1
 RockDoveHPG_Transcript_24774 	0	1	0	0
 RockDoveHPG_Transcript_2478 	1	1	1	1
 RockDoveHPG_Transcript_24782 	1	1	1	0
 RockDoveHPG_Transcript_24787 	0	1	0	0
 RockDoveHPG_Transcript_24788 	0	0	0	1
 RockDoveHPG_Transcript_2479 	1	1	1	1
 RockDoveHPG_Transcript_24798 	1	1	0	0
 RockDoveHPG_Transcript_248 	0	0	1	1
 RockDoveHPG_Transcript_24809 	1	1	1	1
 RockDoveHPG_Transcript_24813 	0	0	0	0
 RockDoveHPG_Transcript_24817 	1	0	0	1
 RockDoveHPG_Transcript_24829 	1	1	1	1
 RockDoveHPG_Transcript_24830 	1	1	1	1
 RockDoveHPG_Transcript_24838 	0	1	0	0
 RockDoveHPG_Transcript_24839 	1	1	1	1
 RockDoveHPG_Transcript_24843 	1	1	1	1
 RockDoveHPG_Transcript_24844 	1	1	1	1
 RockDoveHPG_Transcript_24845 	1	1	1	1
 RockDoveHPG_Transcript_2485 	1	1	1	1
 RockDoveHPG_Transcript_24853 	0	0	0	0
 RockDoveHPG_Transcript_24855 	1	0	0	1
 RockDoveHPG_Transcript_24856 	0	0	0	0
 RockDoveHPG_Transcript_24857 	1	1	1	1
 RockDoveHPG_Transcript_2486 	1	1	1	1
 RockDoveHPG_Transcript_24862 	1	1	1	1
 RockDoveHPG_Transcript_24872 	1	1	1	1
 RockDoveHPG_Transcript_24877 	0	0	0	0
 RockDoveHPG_Transcript_24879 	0	0	0	0
 RockDoveHPG_Transcript_2488 	1	1	1	1
 RockDoveHPG_Transcript_24881 	1	1	1	1
 RockDoveHPG_Transcript_24882 	1	1	1	1
 RockDoveHPG_Transcript_24885 	0	0	0	1
 RockDoveHPG_Transcript_24889 	1	1	0	0
 RockDoveHPG_Transcript_24890 	1	0	0	1
 RockDoveHPG_Transcript_24891 	0	1	1	0
 RockDoveHPG_Transcript_24893 	1	1	1	1
 RockDoveHPG_Transcript_24898 	0	1	1	1
 RockDoveHPG_Transcript_24899 	1	1	1	1
 RockDoveHPG_Transcript_24901 	1	1	1	1
 RockDoveHPG_Transcript_24902 	1	1	1	1
 RockDoveHPG_Transcript_24903 	0	0	0	1
 RockDoveHPG_Transcript_24904 	0	1	0	0
 RockDoveHPG_Transcript_24911 	0	0	0	0
 RockDoveHPG_Transcript_24912 	1	1	1	1
 RockDoveHPG_Transcript_24914 	1	1	0	1
 RockDoveHPG_Transcript_24919 	1	1	1	1
 RockDoveHPG_Transcript_2492 	1	1	1	1
 RockDoveHPG_Transcript_24920 	1	1	1	1
 RockDoveHPG_Transcript_24923 	1	1	1	1
 RockDoveHPG_Transcript_24929 	0	0	0	1
 RockDoveHPG_Transcript_24930 	1	0	0	1
 RockDoveHPG_Transcript_24936 	1	1	1	1
 RockDoveHPG_Transcript_2494 	0	0	0	1
 RockDoveHPG_Transcript_24941 	1	0	0	0
 RockDoveHPG_Transcript_24943 	1	1	1	0
 RockDoveHPG_Transcript_24944 	1	1	1	1
 RockDoveHPG_Transcript_24953 	1	1	1	1
 RockDoveHPG_Transcript_24954 	1	1	0	0
 RockDoveHPG_Transcript_24956 	1	0	0	1
 RockDoveHPG_Transcript_24961 	1	1	1	1
 RockDoveHPG_Transcript_24972 	1	1	0	0
 RockDoveHPG_Transcript_24974 	1	1	1	1
 RockDoveHPG_Transcript_24976 	1	1	0	1
 RockDoveHPG_Transcript_24978 	1	1	1	1
 RockDoveHPG_Transcript_24981 	1	1	1	1
 RockDoveHPG_Transcript_24983 	0	1	0	0
 RockDoveHPG_Transcript_24985 	1	1	1	1
 RockDoveHPG_Transcript_24986 	0	0	1	0
 RockDoveHPG_Transcript_24987 	1	1	1	1
 RockDoveHPG_Transcript_24989 	0	0	0	0
 RockDoveHPG_Transcript_24992 	1	1	1	1
 RockDoveHPG_Transcript_24995 	1	0	1	0
 RockDoveHPG_Transcript_24999 	0	0	0	0
 RockDoveHPG_Transcript_2500 	1	1	1	1
 RockDoveHPG_Transcript_25000 	1	1	1	1
 RockDoveHPG_Transcript_25001 	0	0	0	0
 RockDoveHPG_Transcript_25006 	0	0	0	0
 RockDoveHPG_Transcript_25007 	0	0	1	1
 RockDoveHPG_Transcript_25010 	1	1	1	1
 RockDoveHPG_Transcript_25011 	1	1	1	1
 RockDoveHPG_Transcript_25012 	1	0	0	0
 RockDoveHPG_Transcript_25016 	1	1	1	1
 RockDoveHPG_Transcript_25018 	1	1	1	1
 RockDoveHPG_Transcript_2502 	1	1	1	1
 RockDoveHPG_Transcript_25020 	0	0	0	1
 RockDoveHPG_Transcript_25022 	0	0	1	1
 RockDoveHPG_Transcript_25029 	1	0	0	0
 RockDoveHPG_Transcript_25031 	0	0	0	0
 RockDoveHPG_Transcript_25033 	1	1	1	1
 RockDoveHPG_Transcript_25034 	1	1	1	1
 RockDoveHPG_Transcript_25035 	0	1	0	0
 RockDoveHPG_Transcript_25036 	1	1	1	1
 RockDoveHPG_Transcript_25038 	1	1	1	1
 RockDoveHPG_Transcript_25041 	1	1	1	1
 RockDoveHPG_Transcript_25044 	1	0	1	0
 RockDoveHPG_Transcript_25049 	0	0	0	0
 RockDoveHPG_Transcript_25057 	1	1	1	1
 RockDoveHPG_Transcript_25064 	0	0	0	0
 RockDoveHPG_Transcript_25066 	0	1	0	0
 RockDoveHPG_Transcript_2507 	1	1	1	1
 RockDoveHPG_Transcript_25070 	1	0	0	0
 RockDoveHPG_Transcript_25079 	1	1	1	1
 RockDoveHPG_Transcript_25080 	1	1	1	1
 RockDoveHPG_Transcript_25081 	1	0	1	1
 RockDoveHPG_Transcript_25084 	1	1	1	1
 RockDoveHPG_Transcript_25085 	1	0	1	1
 RockDoveHPG_Transcript_25086 	1	1	1	1
 RockDoveHPG_Transcript_2509 	1	1	1	1
 RockDoveHPG_Transcript_25095 	0	0	1	1
 RockDoveHPG_Transcript_25096 	1	1	1	1
 RockDoveHPG_Transcript_25099 	0	1	0	0
 RockDoveHPG_Transcript_25102 	0	0	0	0
 RockDoveHPG_Transcript_25105 	1	0	0	0
 RockDoveHPG_Transcript_25108 	0	0	1	1
 RockDoveHPG_Transcript_2511 	0	0	1	1
 RockDoveHPG_Transcript_25111 	1	1	1	1
 RockDoveHPG_Transcript_25118 	1	1	0	0
 RockDoveHPG_Transcript_25122 	1	1	1	1
 RockDoveHPG_Transcript_25131 	0	0	0	0
 RockDoveHPG_Transcript_25138 	1	1	1	1
 RockDoveHPG_Transcript_25139 	1	1	0	0
 RockDoveHPG_Transcript_2514 	1	1	1	1
 RockDoveHPG_Transcript_25140 	0	0	0	0
 RockDoveHPG_Transcript_25144 	1	0	0	0
 RockDoveHPG_Transcript_25147 	1	1	1	1
 RockDoveHPG_Transcript_2515 	1	1	1	1
 RockDoveHPG_Transcript_25151 	1	0	1	1
 RockDoveHPG_Transcript_25155 	1	1	1	1
 RockDoveHPG_Transcript_25157 	1	1	1	0
 RockDoveHPG_Transcript_25160 	0	0	1	1
 RockDoveHPG_Transcript_25169 	1	1	1	1
 RockDoveHPG_Transcript_25171 	0	0	0	0
 RockDoveHPG_Transcript_25172 	0	0	0	1
 RockDoveHPG_Transcript_25175 	1	1	1	1
 RockDoveHPG_Transcript_25179 	1	1	1	1
 RockDoveHPG_Transcript_25180 	0	0	0	1
 RockDoveHPG_Transcript_25181 	0	0	1	1
 RockDoveHPG_Transcript_25184 	1	1	1	1
 RockDoveHPG_Transcript_25186 	1	1	1	1
 RockDoveHPG_Transcript_25194 	1	0	1	1
 RockDoveHPG_Transcript_25195 	0	0	0	0
 RockDoveHPG_Transcript_25198 	1	0	0	1
 RockDoveHPG_Transcript_25199 	0	0	0	1
 RockDoveHPG_Transcript_2520 	0	0	1	1
 RockDoveHPG_Transcript_25205 	1	0	1	1
 RockDoveHPG_Transcript_25206 	0	0	1	1
 RockDoveHPG_Transcript_2521 	1	1	1	1
 RockDoveHPG_Transcript_25211 	1	1	1	1
 RockDoveHPG_Transcript_25218 	1	1	1	1
 RockDoveHPG_Transcript_25219 	0	1	0	0
 RockDoveHPG_Transcript_2522 	1	1	1	1
 RockDoveHPG_Transcript_25220 	1	1	1	1
 RockDoveHPG_Transcript_25222 	1	1	1	1
 RockDoveHPG_Transcript_25226 	1	1	1	1
 RockDoveHPG_Transcript_25229 	1	0	0	0
 RockDoveHPG_Transcript_2523 	1	1	1	1
 RockDoveHPG_Transcript_25232 	0	0	0	0
 RockDoveHPG_Transcript_25239 	1	1	1	1
 RockDoveHPG_Transcript_25240 	1	1	1	1
 RockDoveHPG_Transcript_25242 	0	0	0	0
 RockDoveHPG_Transcript_25258 	1	1	1	1
 RockDoveHPG_Transcript_25259 	1	1	1	1
 RockDoveHPG_Transcript_25261 	1	0	0	0
 RockDoveHPG_Transcript_25262 	1	1	1	1
 RockDoveHPG_Transcript_25267 	1	1	1	1
 RockDoveHPG_Transcript_25270 	1	1	1	1
 RockDoveHPG_Transcript_25281 	1	1	1	1
 RockDoveHPG_Transcript_25282 	1	1	1	1
 RockDoveHPG_Transcript_25283 	1	1	1	1
 RockDoveHPG_Transcript_25287 	1	1	1	1
 RockDoveHPG_Transcript_25288 	1	1	1	1
 RockDoveHPG_Transcript_2529 	1	1	1	1
 RockDoveHPG_Transcript_25294 	1	1	1	1
 RockDoveHPG_Transcript_25295 	1	0	1	0
 RockDoveHPG_Transcript_25299 	1	1	1	1
 RockDoveHPG_Transcript_253 	1	1	0	0
 RockDoveHPG_Transcript_2530 	1	1	1	1
 RockDoveHPG_Transcript_25303 	0	0	0	1
 RockDoveHPG_Transcript_2531 	1	1	1	1
 RockDoveHPG_Transcript_25312 	0	1	0	0
 RockDoveHPG_Transcript_25317 	1	1	1	1
 RockDoveHPG_Transcript_25320 	1	1	1	1
 RockDoveHPG_Transcript_25322 	1	1	1	0
 RockDoveHPG_Transcript_25323 	0	0	1	0
 RockDoveHPG_Transcript_25324 	0	0	0	0
 RockDoveHPG_Transcript_25328 	0	0	0	0
 RockDoveHPG_Transcript_2533 	1	1	1	1
 RockDoveHPG_Transcript_25332 	1	1	1	1
 RockDoveHPG_Transcript_25334 	0	0	0	0
 RockDoveHPG_Transcript_25338 	0	0	0	1
 RockDoveHPG_Transcript_25339 	1	1	1	1
 RockDoveHPG_Transcript_25342 	1	1	1	1
 RockDoveHPG_Transcript_25344 	0	0	0	0
 RockDoveHPG_Transcript_25345 	1	1	0	0
 RockDoveHPG_Transcript_25346 	0	0	1	1
 RockDoveHPG_Transcript_25349 	0	1	1	1
 RockDoveHPG_Transcript_2535 	1	1	1	1
 RockDoveHPG_Transcript_25351 	0	0	1	1
 RockDoveHPG_Transcript_25357 	1	1	1	1
 RockDoveHPG_Transcript_2536 	1	1	1	1
 RockDoveHPG_Transcript_25365 	0	0	0	0
 RockDoveHPG_Transcript_2537 	1	1	1	1
 RockDoveHPG_Transcript_25370 	1	1	1	1
 RockDoveHPG_Transcript_25376 	1	1	0	0
 RockDoveHPG_Transcript_25378 	0	0	0	0
 RockDoveHPG_Transcript_25380 	0	0	0	0
 RockDoveHPG_Transcript_25383 	1	1	0	1
 RockDoveHPG_Transcript_25385 	1	1	0	0
 RockDoveHPG_Transcript_25389 	1	1	1	1
 RockDoveHPG_Transcript_25399 	0	1	0	0
 RockDoveHPG_Transcript_254 	1	1	1	1
 RockDoveHPG_Transcript_2540 	1	1	1	1
 RockDoveHPG_Transcript_25407 	1	1	1	1
 RockDoveHPG_Transcript_2541 	1	1	1	1
 RockDoveHPG_Transcript_25414 	1	1	1	1
 RockDoveHPG_Transcript_25418 	1	1	1	1
 RockDoveHPG_Transcript_25419 	0	0	0	0
 RockDoveHPG_Transcript_2542 	1	1	1	1
 RockDoveHPG_Transcript_25420 	0	0	0	1
 RockDoveHPG_Transcript_25423 	0	0	0	0
 RockDoveHPG_Transcript_25425 	0	0	1	0
 RockDoveHPG_Transcript_25428 	1	0	1	1
 RockDoveHPG_Transcript_25433 	1	0	0	0
 RockDoveHPG_Transcript_25434 	1	1	0	1
 RockDoveHPG_Transcript_25442 	1	0	0	0
 RockDoveHPG_Transcript_25443 	1	1	1	1
 RockDoveHPG_Transcript_25444 	0	0	0	0
 RockDoveHPG_Transcript_25451 	0	0	0	0
 RockDoveHPG_Transcript_25456 	0	0	0	1
 RockDoveHPG_Transcript_25457 	1	0	1	1
 RockDoveHPG_Transcript_25465 	0	1	0	0
 RockDoveHPG_Transcript_25472 	0	0	1	1
 RockDoveHPG_Transcript_25476 	1	1	1	1
 RockDoveHPG_Transcript_25480 	1	1	1	1
 RockDoveHPG_Transcript_25482 	1	1	1	1
 RockDoveHPG_Transcript_25486 	1	0	0	0
 RockDoveHPG_Transcript_25491 	1	0	1	1
 RockDoveHPG_Transcript_25492 	1	1	1	1
 RockDoveHPG_Transcript_25495 	1	1	0	0
 RockDoveHPG_Transcript_25497 	0	0	1	1
 RockDoveHPG_Transcript_25500 	0	1	1	1
 RockDoveHPG_Transcript_25501 	0	0	1	1
 RockDoveHPG_Transcript_25504 	1	0	0	0
 RockDoveHPG_Transcript_25510 	1	1	1	1
 RockDoveHPG_Transcript_25511 	1	1	1	1
 RockDoveHPG_Transcript_25515 	1	0	1	0
 RockDoveHPG_Transcript_25519 	1	1	1	1
 RockDoveHPG_Transcript_25522 	1	1	1	1
 RockDoveHPG_Transcript_25524 	1	0	1	1
 RockDoveHPG_Transcript_25527 	1	1	1	1
 RockDoveHPG_Transcript_25530 	0	0	1	1
 RockDoveHPG_Transcript_25532 	1	1	1	1
 RockDoveHPG_Transcript_25536 	1	1	1	1
 RockDoveHPG_Transcript_25539 	1	0	0	0
 RockDoveHPG_Transcript_2554 	1	1	1	1
 RockDoveHPG_Transcript_25541 	1	1	1	1
 RockDoveHPG_Transcript_25543 	1	1	1	1
 RockDoveHPG_Transcript_25552 	1	0	1	1
 RockDoveHPG_Transcript_25555 	0	0	0	0
 RockDoveHPG_Transcript_25556 	0	0	0	1
 RockDoveHPG_Transcript_25557 	1	1	1	1
 RockDoveHPG_Transcript_25559 	0	1	0	0
 RockDoveHPG_Transcript_2556 	1	1	1	1
 RockDoveHPG_Transcript_25560 	1	1	1	1
 RockDoveHPG_Transcript_25561 	1	1	1	1
 RockDoveHPG_Transcript_25565 	1	1	1	1
 RockDoveHPG_Transcript_25572 	1	1	1	1
 RockDoveHPG_Transcript_25578 	1	1	1	1
 RockDoveHPG_Transcript_25579 	1	1	1	1
 RockDoveHPG_Transcript_25587 	1	0	0	0
 RockDoveHPG_Transcript_2559 	1	1	1	1
 RockDoveHPG_Transcript_25594 	1	1	1	1
 RockDoveHPG_Transcript_25595 	1	1	1	1
 RockDoveHPG_Transcript_25601 	1	1	1	1
 RockDoveHPG_Transcript_25602 	0	0	0	1
 RockDoveHPG_Transcript_25603 	0	0	0	0
 RockDoveHPG_Transcript_25609 	1	1	1	1
 RockDoveHPG_Transcript_2561 	1	1	1	1
 RockDoveHPG_Transcript_25611 	0	0	1	0
 RockDoveHPG_Transcript_25612 	1	1	0	0
 RockDoveHPG_Transcript_25613 	1	0	1	0
 RockDoveHPG_Transcript_25617 	0	0	1	0
 RockDoveHPG_Transcript_25620 	0	0	0	0
 RockDoveHPG_Transcript_25621 	0	1	0	0
 RockDoveHPG_Transcript_25622 	0	0	0	0
 RockDoveHPG_Transcript_25629 	0	1	0	0
 RockDoveHPG_Transcript_25633 	1	1	1	1
 RockDoveHPG_Transcript_2564 	1	1	1	1
 RockDoveHPG_Transcript_25641 	0	0	0	0
 RockDoveHPG_Transcript_25642 	1	1	1	1
 RockDoveHPG_Transcript_25644 	1	1	1	1
 RockDoveHPG_Transcript_25645 	1	0	0	1
 RockDoveHPG_Transcript_25648 	1	0	1	1
 RockDoveHPG_Transcript_2565 	1	1	1	1
 RockDoveHPG_Transcript_25653 	1	0	0	0
 RockDoveHPG_Transcript_25656 	1	1	1	1
 RockDoveHPG_Transcript_25659 	1	1	1	1
 RockDoveHPG_Transcript_2566 	0	0	1	1
 RockDoveHPG_Transcript_25661 	1	1	1	1
 RockDoveHPG_Transcript_25662 	0	1	1	0
 RockDoveHPG_Transcript_25664 	1	0	0	0
 RockDoveHPG_Transcript_25668 	1	1	1	1
 RockDoveHPG_Transcript_2567 	1	0	1	1
 RockDoveHPG_Transcript_25674 	1	1	1	1
 RockDoveHPG_Transcript_2568 	0	0	1	1
 RockDoveHPG_Transcript_25682 	0	1	1	1
 RockDoveHPG_Transcript_25684 	0	0	0	0
 RockDoveHPG_Transcript_25690 	1	1	1	1
 RockDoveHPG_Transcript_25691 	1	0	0	0
 RockDoveHPG_Transcript_25692 	1	1	1	1
 RockDoveHPG_Transcript_25695 	1	1	1	1
 RockDoveHPG_Transcript_25698 	0	0	0	0
 RockDoveHPG_Transcript_25700 	0	0	0	1
 RockDoveHPG_Transcript_25708 	1	0	1	1
 RockDoveHPG_Transcript_25718 	1	1	1	1
 RockDoveHPG_Transcript_2572 	1	1	1	1
 RockDoveHPG_Transcript_25721 	0	1	0	0
 RockDoveHPG_Transcript_25722 	0	0	0	0
 RockDoveHPG_Transcript_25725 	0	0	1	1
 RockDoveHPG_Transcript_25732 	1	1	1	1
 RockDoveHPG_Transcript_25737 	1	1	1	1
 RockDoveHPG_Transcript_25739 	1	1	1	1
 RockDoveHPG_Transcript_2574 	1	1	1	1
 RockDoveHPG_Transcript_25742 	1	1	1	1
 RockDoveHPG_Transcript_25745 	0	0	1	1
 RockDoveHPG_Transcript_25747 	0	0	0	0
 RockDoveHPG_Transcript_25748 	1	1	1	0
 RockDoveHPG_Transcript_2575 	1	1	1	1
 RockDoveHPG_Transcript_25752 	1	1	0	1
 RockDoveHPG_Transcript_25763 	1	1	0	1
 RockDoveHPG_Transcript_25764 	1	1	1	1
 RockDoveHPG_Transcript_25767 	1	1	1	1
 RockDoveHPG_Transcript_25776 	0	0	0	1
 RockDoveHPG_Transcript_25782 	1	1	1	1
 RockDoveHPG_Transcript_25792 	0	0	0	1
 RockDoveHPG_Transcript_25798 	1	1	1	1
 RockDoveHPG_Transcript_25799 	0	0	1	1
 RockDoveHPG_Transcript_25802 	1	1	1	1
 RockDoveHPG_Transcript_25813 	1	1	1	1
 RockDoveHPG_Transcript_25814 	1	0	0	0
 RockDoveHPG_Transcript_25815 	1	1	1	1
 RockDoveHPG_Transcript_25816 	1	1	1	1
 RockDoveHPG_Transcript_25817 	1	0	1	1
 RockDoveHPG_Transcript_25818 	1	1	1	1
 RockDoveHPG_Transcript_2582 	1	1	1	1
 RockDoveHPG_Transcript_25822 	1	1	1	1
 RockDoveHPG_Transcript_25824 	0	0	0	0
 RockDoveHPG_Transcript_2583 	1	1	1	1
 RockDoveHPG_Transcript_25832 	1	0	1	1
 RockDoveHPG_Transcript_25834 	1	1	1	1
 RockDoveHPG_Transcript_25837 	1	1	1	1
 RockDoveHPG_Transcript_25839 	1	1	1	1
 RockDoveHPG_Transcript_25843 	1	1	1	1
 RockDoveHPG_Transcript_25844 	1	1	1	1
 RockDoveHPG_Transcript_25853 	0	0	0	0
 RockDoveHPG_Transcript_25861 	0	0	0	0
 RockDoveHPG_Transcript_25862 	1	1	1	1
 RockDoveHPG_Transcript_25866 	1	1	1	1
 RockDoveHPG_Transcript_25868 	1	1	1	1
 RockDoveHPG_Transcript_25869 	1	1	1	1
 RockDoveHPG_Transcript_2587 	1	1	1	1
 RockDoveHPG_Transcript_25871 	0	0	1	0
 RockDoveHPG_Transcript_25872 	1	1	1	1
 RockDoveHPG_Transcript_25873 	1	1	1	1
 RockDoveHPG_Transcript_25875 	0	0	0	0
 RockDoveHPG_Transcript_25876 	1	1	1	1
 RockDoveHPG_Transcript_25879 	0	0	0	0
 RockDoveHPG_Transcript_25881 	1	1	0	0
 RockDoveHPG_Transcript_25882 	1	1	1	1
 RockDoveHPG_Transcript_25885 	0	1	0	0
 RockDoveHPG_Transcript_25886 	1	1	1	1
 RockDoveHPG_Transcript_25887 	1	1	1	1
 RockDoveHPG_Transcript_25890 	0	0	0	0
 RockDoveHPG_Transcript_25891 	1	0	0	0
 RockDoveHPG_Transcript_25894 	1	1	0	0
 RockDoveHPG_Transcript_25895 	1	0	0	0
 RockDoveHPG_Transcript_25896 	0	1	0	0
 RockDoveHPG_Transcript_25897 	1	1	1	1
 RockDoveHPG_Transcript_259 	1	1	1	1
 RockDoveHPG_Transcript_2590 	1	1	1	1
 RockDoveHPG_Transcript_25901 	0	0	0	0
 RockDoveHPG_Transcript_25902 	1	1	1	1
 RockDoveHPG_Transcript_25906 	1	1	0	0
 RockDoveHPG_Transcript_25908 	1	1	0	0
 RockDoveHPG_Transcript_2591 	1	1	1	1
 RockDoveHPG_Transcript_25912 	0	1	0	0
 RockDoveHPG_Transcript_25915 	1	1	1	1
 RockDoveHPG_Transcript_25916 	0	1	0	0
 RockDoveHPG_Transcript_25918 	1	0	1	1
 RockDoveHPG_Transcript_25919 	1	0	0	1
 RockDoveHPG_Transcript_25923 	1	1	1	1
 RockDoveHPG_Transcript_25927 	1	1	1	1
 RockDoveHPG_Transcript_25928 	1	1	1	1
 RockDoveHPG_Transcript_25930 	1	1	1	1
 RockDoveHPG_Transcript_25933 	1	1	1	1
 RockDoveHPG_Transcript_25938 	1	1	1	1
 RockDoveHPG_Transcript_25940 	0	1	0	0
 RockDoveHPG_Transcript_25942 	0	1	0	0
 RockDoveHPG_Transcript_25943 	1	1	1	1
 RockDoveHPG_Transcript_25953 	1	1	1	1
 RockDoveHPG_Transcript_25959 	0	0	0	0
 RockDoveHPG_Transcript_25963 	1	1	1	1
 RockDoveHPG_Transcript_25964 	0	0	0	0
 RockDoveHPG_Transcript_25966 	0	0	0	0
 RockDoveHPG_Transcript_25973 	1	0	0	1
 RockDoveHPG_Transcript_25979 	1	1	1	1
 RockDoveHPG_Transcript_2598 	1	1	1	1
 RockDoveHPG_Transcript_25981 	1	1	1	1
 RockDoveHPG_Transcript_25986 	1	1	1	1
 RockDoveHPG_Transcript_25989 	1	1	1	1
 RockDoveHPG_Transcript_25991 	0	0	0	0
 RockDoveHPG_Transcript_25995 	0	1	0	0
