"rockdoveid","entrezid","genbankid","name","geneid","logFC","logCPM","F","PValue","FDR"
"12178","RockDoveHPG_Transcript_36491",422985,"NM_001031173.2","annotated",422985,-0.793137433236039,5.48105684577424,10.9017234201845,0.00120294604956064,0.391797258632375
"7474","RockDoveHPG_Transcript_48531",416869,"XM_415161.4","PPTC7",416869,-0.47362268549499,5.75913168581075,10.7163409859959,0.00132056444582931,0.422140434516771
"16812","RockDoveHPG_Transcript_10337",771199,"XM_015301571.1","GPR34",771199,2.35925790455416,3.64719349182517,10.3868946898879,0.00156268227937812,0.490454936484093
"11198","RockDoveHPG_Transcript_3525",421689,"XM_015284103.1","MAP7",421689,0.662064032515501,6.38757766389748,10.2839154545277,0.00164296310256089,0.506443376364393
"127","RockDoveHPG_Transcript_61060",100857411,"XM_004941122.2","PLACL2",100857411,-1.07382301588876,4.26751985413129,10.192177638696,0.00172116005583488,0.521239734803888
"11550","RockDoveHPG_Transcript_4433",422142,"XM_015278212.1","ENOX2",422142,-0.842384571459059,6.12028811490539,10.1503764651644,0.00175804734654017,0.522194866343073
"4682","RockDoveHPG_Transcript_22858",374087,"XM_015289077.1","ADARB1",374087,0.541049388959068,7.85047270304768,10.1079769754967,0.00179629154739005,0.522194866343073
"13744","RockDoveHPG_Transcript_12646",424980,"XM_015291659.1","NLGN1",424980,0.681794664184978,6.1927108144055,10.0785805046453,0.00182330714864248,0.522194866343073
"16108","RockDoveHPG_Transcript_60011",768759,"XM_015292311.1","CNGB1",768759,-0.755312679550965,4.00059982092635,10.054957836506,0.00184531843627201,0.522194866343073
"4867","RockDoveHPG_Transcript_36080",378911,"XM_015291631.1","GHSR",378911,2.84273788188143,4.42788116265357,9.94094961240848,0.0019658520402641,0.530065667849348
"13451","RockDoveHPG_Transcript_12806",424595,"XM_422434.5","TOE1",424595,0.93702869374944,4.187094896142,9.83636155775016,0.00206240582354575,0.530065667849348
"3120","RockDoveHPG_Transcript_75832",107053223,"XR_001466288.1","LOC107053223",107053223,3.5955330026567,-1.16545326110434,9.8509522869725,0.00207955184171285,0.530065667849348
"12094","RockDoveHPG_Transcript_25081",422866,"XM_015285831.1","ABLIM2",422866,1.14479242798079,6.58144427388081,9.78508305969289,0.00211702261807526,0.530065667849348
"12697","RockDoveHPG_Transcript_19409",423642,"NM_001199529.1","CISD1",423642,0.707522505623775,8.27792711154333,9.76615687346166,0.00213755411263378,0.530065667849348
"14999","RockDoveHPG_Transcript_23367",427992,"XM_425562.4","LANCL3",427992,0.845015405382078,5.96621068768264,9.74738094604042,0.00215812462653531,0.530065667849348
"4705","RockDoveHPG_Transcript_16529",374113,"NM_204261.2","annotated",374113,0.41937933806329,6.23180929150248,9.74041812115833,0.00216580450956721,0.530065667849348
"15874","NODE_14815_length_1104_cov_15.6168",431243,"XM_428797.5","LOC431243",431243,-2.94803316384176,-0.0903787695521423,9.73498871934142,0.00217248956664072,0.530065667849348
"16433","RockDoveHPG_Transcript_80925",769973,"XM_001232984.3","HIST1H2BF",769973,-1.44603622163527,1.89586583054534,9.70203208253931,0.00220865029588394,0.530065667849348
"8954","RockDoveHPG_Transcript_21640",418784,"XM_015274440.1","MBNL2",418784,0.645796473968467,6.58946952234853,9.67861983405051,0.00223520892746413,0.530065667849348
"10340","RockDoveHPG_Transcript_13434",420599,"XM_015281428.1","HDAC9",420599,-0.775534420950911,5.91725397923032,9.67312227190613,0.00224149270939036,0.530065667849348
"8031","RockDoveHPG_Transcript_1236",417626,"XM_015296122.1","RAD51C",417626,0.801836698610825,6.11730723189263,9.65436312253214,0.00226307152834768,0.530065667849348
"4598","RockDoveHPG_Transcript_24282",373984,"NM_204170.2","annotated",373984,-0.615141250490139,6.57125867405997,9.64637572024145,0.00227232414672991,0.530065667849348
"1149","RockDoveHPG_Transcript_23691",101748980,"XR_001466456.1","LOC101748980",101748980,0.849950431233843,3.98796169399733,9.56907668842708,0.00236389994719587,0.537599227634569
"8717","RockDoveHPG_Transcript_19874",418493,"XM_015299720.1","HUNK",418493,-0.79564888976472,5.07223628591951,9.56659122521156,0.0023669065751493,0.537599227634569
"5556","NODE_118651_length_263_cov_2.02404",395840,"NM_001201399.1","AvBD2",395840,4.22530612161667,1.86750982471976,9.59041258920125,0.00245866029581869,0.551186935408081
"2994","NODE_64353_length_361_cov_4.63072",107052915,"XR_001465728.1","LOC107052915",107052915,-2.40067823422513,-1.5569202004495,9.45924607752665,0.00250058017225844,0.553397627352888
"3472","NODE_237439_length_191_cov_1.38235",107054120,"XR_001468100.1","LOC107054120",107054120,-0.987137080241095,5.71974519218912,9.39716721556393,0.002582156880468,0.564217621147325
"979","RockDoveHPG_Transcript_31199",101748102,"XM_015274248.1","LOC101748102",101748102,-1.29422337270493,1.99568045824637,9.3690678890567,0.00261886052756686,0.565084630335739
"1851","RockDoveHPG_Transcript_20412",107049192,"XM_015301140.1","unclassified transcription discrepancy",107049192,2.49041099477985,1.89928460957961,9.28936100502671,0.0027315264239668,0.582118631240924
"1314","NODE_258145_length_181_cov_2.24603",101749911,"XR_001464807.1","LOC101749911",101749911,-2.31910049146985,-1.35220463323245,9.1641842456567,0.00290944407379522,0.609179802468486
"13772","RockDoveHPG_Transcript_21119",425017,"XM_015291681.1","MFSD1",425017,0.448025693992393,6.42292288825514,9.15110189296088,0.00292908837938155,0.609179802468486
"16785","RockDoveHPG_Transcript_17372",771090,"XM_015297453.1","LOC771090",771090,-1.02985296508282,4.6918109055112,9.03412777072123,0.00311091316180102,0.63929265475011
"15931","RockDoveHPG_Transcript_11817",431601,"XM_003643002.3","UHRF2",431601,0.539230651003074,5.45237450433081,8.98205427991522,0.00319555181362612,0.648960181256637
"5825","NODE_178994_length_221_cov_1.11446",396160,"XM_015273182.1","WNT-1",396160,-2.31514463382364,-1.01859052225222,8.95346089766363,0.00324303031871073,0.650944062344007
"14832","NODE_169406_length_226_cov_1.97661",427678,"XM_015294581.1","GRIN2A",427678,1.41544836395668,3.46650092734013,8.91552113626213,0.00330715069769546,0.651155577727367
"2788","NODE_241123_length_189_cov_2.08955",107052413,"XR_001464897.1","LOC107052413",107052413,-2.09892494364915,-1.7485668328292,11.3280070987313,0.00332380482951537,0.651155577727367
"14338","RockDoveHPG_Transcript_10048",426856,"NM_001031400.1","annotated",426856,0.421129157266091,6.65394791330241,8.88640057129389,0.00335724982144222,0.651155577727367
"6431","RockDoveHPG_Transcript_14348",415494,"NM_001277110.1","MFGE8",415494,-0.907626632199969,6.34274697297084,8.85777267689498,0.00340755955517404,0.65356992268238
"11596","RockDoveHPG_Transcript_12328",422207,"XM_015278227.1","RHOG",422207,0.644823710467741,5.28319405276556,8.81372452014883,0.00348571658968186,0.658237748443549
"9898","RockDoveHPG_Transcript_21358",420021,"XM_003642814.3","VPS25",420021,-0.681439433190213,3.92909118913455,8.80131065340446,0.00350816086529988,0.658237748443549
"11819","RockDoveHPG_Transcript_25000",422501,"NM_001006441.1","annotated",422501,0.403642756661604,5.76772302897509,8.73164868631832,0.0036368981276305,0.675055220205996
"3026","NODE_190923_length_215_cov_0.875",107052980,"XR_001465845.1","LOC107052980",107052980,-1.17953360867633,-0.191812348511353,8.72822493985819,0.00368577189371579,0.67684887690768
"15448","RockDoveHPG_Transcript_39112",428790,"XM_004936122.2","ARAP2",428790,0.705990085552822,5.01869183785979,8.63384225347287,0.00382590443041963,0.695186971346353
"5072","RockDoveHPG_Transcript_2058",395268,"XM_015289615.1","SSB",395268,0.579455246353409,7.26217198344382,8.47939291752649,0.00414521388688269,0.743181931813813
"12440","RockDoveHPG_Transcript_15381",423323,"NM_001031202.1","annotated",423323,0.536336559659878,6.74488961667808,8.4459323351569,0.00421793548976668,0.743181931813813
"16819","RockDoveHPG_Transcript_26374",771227,"XM_015276331.1","GTF2E2",771227,0.371316318939464,5.46803379089997,8.44535580851993,0.0042191999373047,0.743181931813813
"10495","RockDoveHPG_Transcript_1292",420792,"XM_015275855.1","TNS3",420792,0.444561439706664,7.33818927999211,8.37667658021497,0.0043726575686658,0.756206127556641
"15255","NODE_310700_length_111_cov_2.55357",428457,"XM_015281723.1","CCR4",428457,2.61304182501099,-1.41726914738182,8.58305259722942,0.00438688241493466,0.756206127556641
"2083","NODE_254476_length_183_cov_2.07812",107050315,"XR_001462530.1","LOC107050315",107050315,-2.23763513016878,0.568699098577315,8.3417100800889,0.00450087909430129,0.756206127556641
"12622","RockDoveHPG_Transcript_10857",423548,"XM_421441.4","AP5M1",423548,1.51967028734719,5.56224553625295,8.30934705795147,0.00453943378498015,0.756206127556641
"5380","NODE_34529_length_554_cov_39.3387",395636,"NM_204832.1","11908",395636,-2.69841503892469,-1.56230170772604,9.56985857114551,0.00455045307280407,0.756206127556641
"8963","RockDoveHPG_Transcript_20897",418795,"XM_004938602.2","GPC5",418795,2.23216472399706,5.04334145621845,8.29631149301185,0.00457430445602384,0.756206127556641
"12463","RockDoveHPG_Transcript_15473",423349,"XM_015287673.1","ABCD4",423349,0.590812484008524,3.96445071160626,8.27832660896911,0.00460249236064206,0.756206127556641
"781","RockDoveHPG_Transcript_2901",100859828,"NM_001257271.1","RP11-20I23.1",100859828,0.516953757223259,6.36786060783137,8.26127011209412,0.00464360152479457,0.756206127556641
"14803","RockDoveHPG_Transcript_22624",427640,"XM_425213.5","TRIM69",427640,0.758182132434204,4.06027072198797,8.22775127669121,0.00472549413177355,0.762350277595094
"1068","RockDoveHPG_Transcript_67588",101748577,"XR_212486.2","LOC101748577",101748577,2.1619030659354,-1.34030607837792,8.19386017313619,0.00480981076952021,0.764595227331205
"3090","RockDoveHPG_Transcript_82194",107053144,"XR_001466167.1","LOC107053144",107053144,2.44874894877321,-0.683441818069348,8.20716865806035,0.00483140234655546,0.764595227331205
"8428","RockDoveHPG_Transcript_18758",418139,"XM_001235264.4","DENND5B",418139,2.52948476220612,1.26672028955992,8.16957860570755,0.00487229029118483,0.764595227331205
"7990","RockDoveHPG_Transcript_52650",417574,"XM_415820.5","RPL23A",417574,-0.951658850616413,1.78524564698185,8.14928069683276,0.00492308648939303,0.765606477296419
"792","RockDoveHPG_Transcript_15850",100859858,"XM_003641191.3","SMIM18",100859858,0.797518221172863,4.35201705140845,8.10430628492781,0.00504015525926989,0.776813929334972
"3542","NODE_85403_length_308_cov_2.15415",107054285,"XR_001468415.1","LOC107054285",107054285,-2.18861981446579,-1.10579997195935,8.568412250393,0.00529877719129797,0.788065317799311
"12590","RockDoveHPG_Transcript_22486",423503,"XM_421405.5","BRF1",423503,-0.303002771514099,5.32649410843602,7.99675293249641,0.00533190561832481,0.788065317799311
